BEDS,RBEDS,OUTV,ADM,SIR,SALESY,SALES12,PRHIP,PRKNEE,TH,TRAUMA,REHAB,HIP,KNEE,FEMUR
116,5,55470,2397,2158,0,0,1,10,0,0,1,3,8,2
30,0,9320,694,468,0,0,4,4,1,0,0,0,0,0
101,0,33125,3027,2338,0,0,21,18,0,0,0,24,18,24
160,25,34450,5954,5975,0,0,41,22,0,0,1,49,21,61
70,70,4675,1126,0,0,0,0,0,0,0,1,0,0,0
104,0,37100,3459,2077,0,0,21,32,0,0,0,28,25,32
62,0,0,1910,2305,0,0,31,29,0,0,0,34,31,26
59,0,5041,2484,2924,0,0,8,1,0,0,0,15,9,14
128,0,15900,4425,3958,44,69,22,12,0,0,0,27,19,41
53,0,19345,1375,919,0,2,7,0,0,0,0,7,0,5
96,0,0,0,0,17,20,2,1,0,0,0,11,1,13
98,0,45050,4123,3454,0,0,14,20,0,0,0,33,13,29
70,0,36040,2772,4420,7,8,32,58,0,0,0,41,58,19
103,103,42813,1835,0,0,0,0,0,0,0,1,0,0,0
17,0,29150,39,1654,0,0,0,1,0,0,0,0,0,0
79,0,38160,3212,3310,0,0,33,13,0,0,0,25,15,38
102,0,47700,4454,3367,0,0,42,21,0,0,0,41,17,38
79,0,10600,1722,830,0,0,2,0,0,0,0,11,0,6
134,0,43200,5458,5816,0,0,62,49,0,0,0,33,31,65
46,0,23850,1573,1222,0,0,7,2,0,0,0,6,3,16
145,0,17225,3617,4521,0,0,7,1,0,0,0,14,3,35
49,0,26000,1830,1447,0,0,1,1,0,0,0,13,6,14
136,0,25705,3269,3191,1,1,21,6,0,0,0,18,10,22
125,0,65720,3816,3949,5,10,43,16,0,0,0,29,33,41
60,0,33655,1305,933,1,1,10,0,0,0,0,10,0,15
191,20,46321,6309,5268,0,0,26,34,1,0,1,39,42,43
96,0,27825,1664,2010,74,74,0,0,0,0,0,4,7,2
514,0,19875,19103,16287,0,0,153,179,1,1,0,0,0,0
150,0,12985,6018,9107,70,70,35,13,0,0,0,47,18,48
148,0,0,4682,3305,37,44,18,20,0,0,0,24,20,32
75,0,18550,2357,2139,40,50,3,1,0,0,0,6,5,27
121,0,32330,3987,2854,49,74,17,26,0,0,0,12,27,29
112,0,53530,2748,1880,25,29,23,33,0,0,0,27,34,37
93,0,0,3596,2279,0,0,41,15,0,0,0,43,22,29
66,0,30210,1554,1415,0,0,8,0,0,0,0,6,0,15
96,96,0,1028,0,0,0,0,0,0,0,1,0,0,0
151,0,25970,4111,2362,0,0,18,9,0,0,0,18,7,8
37,37,0,0,0,0,0,1,0,1,0,1,0,0,0
63,0,14575,3107,1870,0,0,15,11,0,0,0,16,5,6
94,94,0,1056,0,0,0,0,0,0,0,1,0,0,0
337,0,144859,5650,2753,0,0,10,9,1,0,0,6,12,8
60,0,47700,2388,1896,0,0,35,44,0,0,0,21,34,16
89,0,23850,2790,4145,2,2,35,27,0,0,0,28,29,38
154,10,10600,5312,4854,0,0,17,11,0,0,1,24,9,46
211,0,21021,885,244,0,0,9,2,0,0,0,6,0,9
365,0,5823,135,0,0,0,20,11,0,0,0,0,0,0
163,0,0,6988,4281,56,60,23,20,0,0,0,29,19,20
80,0,0,2292,1700,4,4,24,18,0,0,0,12,15,28
103,0,11925,3273,2507,23,32,35,16,0,0,0,24,18,33
366,16,406742,9012,6712,0,0,43,27,1,0,1,29,23,22
294,0,147383,15406,18448,0,0,5,3,1,1,0,11,0,33
314,0,0,11276,5522,0,0,15,7,1,0,0,27,6,26
100,0,37143,3522,2914,0,0,1,1,1,0,0,1,0,0
52,52,0,999,0,0,0,0,0,0,0,1,0,0,0
228,0,0,9348,2354,0,0,8,0,1,0,0,8,2,16
192,0,2797,2433,0,0,2,0,0,1,0,0,0,0,0
140,0,152339,3734,2479,0,0,12,9,0,0,0,9,10,13
195,0,19875,6070,3826,0,0,14,6,0,0,0,14,0,10
209,0,22525,8506,4394,0,0,23,13,1,0,0,11,16,23
195,0,19875,3856,2931,0,0,4,1,0,0,0,9,0,16
171,0,24910,7803,5476,0,0,32,27,0,0,0,46,18,61
40,40,0,228,0,0,0,0,0,1,0,1,0,0,0
94,0,17225,2738,3344,8,8,18,6,0,0,0,21,4,27
171,0,0,8212,4543,0,0,0,1,1,0,0,1,2,33
197,0,72097,7734,7109,0,11,34,23,1,0,0,33,12,49
236,13,10061,5966,3693,0,0,16,22,1,0,1,16,22,58
243,0,46375,9364,6861,0,0,23,7,1,0,0,27,15,56
80,0,10553,704,597,0,0,9,8,1,0,0,0,0,0
77,0,34450,2572,5575,0,0,23,10,0,0,0,31,30,23
116,0,34450,4785,3809,0,0,24,8,0,0,0,32,7,18
140,0,0,6749,4215,14,16,28,22,0,0,0,33,29,43
132,0,6625,5118,5468,0,0,27,30,0,0,0,33,24,37
69,0,32937,2162,3101,5,5,10,7,0,0,0,28,8,28
99,0,39899,2697,2808,0,0,2,3,1,0,0,4,0,4
296,0,67092,3377,1771,14,14,0,0,1,0,0,0,0,0
31,0,173045,1383,875,0,0,1,1,0,0,0,0,0,0
125,0,50083,5724,3172,0,0,46,29,0,0,0,39,42,38
111,0,63526,5861,3166,2,2,24,15,0,0,0,33,15,27
420,0,105342,14193,16865,0,0,14,0,1,1,0,12,8,94
239,0,92733,10913,8011,0,0,2,3,1,1,0,2,2,73
792,0,1095165,27163,5546,14,14,64,46,1,0,0,54,0,31
456,0,25095,15121,8533,0,0,36,35,1,0,0,38,38,55
65,0,16924,1632,2725,0,0,3,0,0,0,0,2,2,9
162,0,14888,14609,7671,1,2,0,0,1,0,0,0,1,0
299,0,415124,8300,3491,0,0,19,17,1,0,0,14,14,10
590,0,193264,9122,6962,11,11,29,15,1,0,0,27,6,17
100,0,33125,5168,3544,0,0,33,14,0,0,0,35,9,36
107,0,24926,5764,3347,0,0,23,20,0,0,0,35,25,34
20,0,72061,1020,2043,0,0,2,1,0,0,0,1,0,1
121,0,26511,5101,6113,0,0,25,14,1,0,0,32,15,25
182,0,39750,6957,8740,0,0,35,15,0,0,0,39,32,40
84,0,401350,3526,2307,0,0,9,6,0,0,0,9,0,9
480,0,82400,9287,1806,0,0,15,7,1,0,0,15,0,9
205,0,16695,6762,4195,2,2,19,9,0,0,0,16,11,47
251,33,397701,9119,7449,0,0,18,27,1,0,1,19,22,27
184,0,0,6454,3708,0,0,24,19,1,0,0,14,21,13
282,0,149773,7774,4588,4,6,10,2,0,0,0,15,5,26
135,135,0,840,0,0,0,0,0,1,0,1,0,0,0
176,0,26012,7070,7926,0,0,24,20,1,0,0,26,25,31
216,0,13163,8346,7240,0,0,36,33,0,0,0,41,44,43
37,0,15635,978,93,0,0,1,0,0,0,0,1,0,4
72,0,73000,2941,1870,0,0,31,20,0,0,0,33,16,40
114,0,13055,3730,2216,0,0,11,8,0,0,0,13,17,19
64,0,0,3282,1843,0,0,20,12,0,0,0,8,14,21
44,44,0,0,0,0,0,0,0,0,0,1,0,0,0
62,0,20670,0,0,0,0,2,1,0,0,0,0,0,0
119,0,13892,5587,5989,0,0,31,18,0,0,0,31,31,44
105,0,546351,7608,2824,0,0,8,7,1,0,0,11,0,9
119,0,36252,4648,4869,0,8,46,21,0,0,0,39,28,42
127,0,16730,5736,7414,7,20,34,21,0,0,0,40,12,61
146,0,39538,6783,4717,0,0,24,14,0,0,0,31,21,47
106,0,3769,4218,3228,0,0,33,28,0,0,0,47,39,40
153,0,34417,6747,6794,0,0,23,0,0,0,0,14,3,26
267,0,15821,4627,5797,0,0,41,23,0,0,0,35,40,20
84,0,9279,2483,2747,0,0,10,2,0,0,0,3,12,19
76,0,11365,2610,2299,1,3,33,27,0,0,0,38,34,28
75,0,16446,1540,896,0,0,12,12,0,0,0,17,25,23
68,0,18555,2348,1913,0,0,7,1,0,0,0,15,0,22
95,0,88794,2414,1858,0,0,26,28,0,0,0,19,17,21
78,0,13307,2874,2080,0,0,31,22,0,0,0,43,27,36
54,0,19332,1380,446,0,0,4,0,0,0,0,0,0,0
18,18,18533,386,0,0,0,0,0,0,0,1,0,0,0
71,0,56250,2277,1395,0,0,30,13,0,0,0,16,6,33
72,56,91,115,0,0,0,0,0,0,0,1,0,0,0
36,9,34945,566,661,0,0,4,3,1,0,1,0,0,0
118,0,41631,4542,5282,6,6,55,37,0,0,0,32,35,46
180,0,4801,3899,1466,0,0,18,7,0,0,0,6,2,16
72,0,5630,2052,1072,0,0,4,11,0,0,0,2,7,1
30,30,160,91,0,0,0,0,0,0,0,1,0,0,0
40,40,24781,534,0,0,0,0,0,1,0,1,0,0,0
529,5,215606,11656,4403,0,0,29,40,1,0,1,36,45,19
145,0,17723,4593,2364,0,0,12,0,0,0,0,14,0,20
168,0,39218,7475,5846,0,0,23,25,0,0,0,36,19,44
62,0,10689,1699,2218,0,0,1,10,0,0,0,4,7,1
144,0,85700,6304,5775,0,0,2,1,1,0,0,4,3,32
110,0,27128,6003,5581,1,3,27,35,0,0,0,42,27,40
65,0,314954,3585,1892,0,0,7,5,0,0,0,6,0,8
78,0,1300,1071,412,0,0,4,0,0,0,0,2,4,0
74,0,307217,3804,1960,0,0,6,6,0,0,0,4,8,2
385,0,151465,4813,2469,0,0,11,21,1,0,0,12,14,5
184,25,54231,5827,7895,0,0,16,9,0,0,1,18,13,19
306,0,619258,26348,9165,0,0,92,83,1,0,0,79,0,44
78,0,208164,3446,151,0,0,4,2,0,0,0,6,0,6
117,0,14364,3631,1386,0,0,5,0,0,0,0,10,31,3
75,0,36225,2951,2576,0,0,23,66,0,0,0,33,48,44
140,0,38046,6254,4419,0,0,35,5,0,0,0,38,13,55
88,0,24047,3785,3632,4,4,17,8,0,0,0,22,2,41
81,0,30804,3579,2503,6,6,25,7,0,0,0,10,5,38
132,0,25765,5414,6169,0,0,37,25,0,1,0,55,28,51
401,0,151733,5141,2082,0,0,21,25,1,0,0,20,21,14
36,0,21956,1340,576,0,0,2,0,0,0,0,3,0,10
60,0,13181,2258,1346,0,0,16,4,0,0,0,9,10,6
50,0,16928,1450,380,0,0,2,0,0,0,0,0,0,0
78,0,16652,3191,1281,0,0,4,1,0,0,0,0,5,13
129,0,38072,5241,2553,0,0,20,6,0,0,0,22,2,22
25,0,10458,1758,1426,0,0,3,8,0,0,0,22,9,26
80,0,0,2280,1052,0,0,18,0,0,0,0,5,0,25
67,0,10250,1996,1298,2,11,13,4,0,0,0,12,1,19
85,0,52219,3458,1905,0,0,13,2,0,0,0,8,3,20
149,0,47496,4740,4311,0,0,65,32,0,0,0,49,27,54
160,0,57705,3634,2544,0,2,21,11,0,0,0,33,10,26
98,0,20523,3373,2306,60,66,12,9,0,0,0,20,12,27
105,0,34845,4909,4529,0,0,3,3,0,0,0,7,0,9
48,0,21265,2440,1329,0,3,24,15,0,0,0,19,18,26
55,0,10532,1925,1517,0,0,17,0,0,0,0,13,0,13
100,0,14027,3049,1339,0,0,4,0,0,0,0,0,0,4
56,0,7080,1411,764,0,0,9,7,0,0,0,7,3,13
79,0,8058,2322,2931,0,0,11,7,0,0,0,5,8,7
40,40,5665,618,0,0,0,0,0,0,0,1,0,0,0
122,0,12334,4853,3327,0,0,42,16,0,0,0,60,14,44
59,0,48603,1597,1065,4,4,4,0,0,0,0,12,0,4
208,0,27257,7678,6887,0,0,33,30,0,0,0,43,32,47
857,0,152098,5035,1849,0,0,11,0,1,0,0,14,1,5
56,0,16420,2946,1203,3,3,8,0,0,0,0,5,0,12
56,0,13198,1996,1131,5,6,17,2,0,0,0,15,8,29
108,0,22510,4416,2438,0,0,7,0,0,0,0,15,2,23
108,0,105227,7067,5832,2,2,33,18,0,0,0,34,12,44
76,0,5938,3556,1329,0,0,14,0,0,0,0,5,0,10
134,0,0,4069,1549,0,0,4,1,1,0,0,5,2,17
40,40,1441,368,0,0,0,0,0,0,0,1,0,0,0
94,0,10260,2044,1768,0,0,12,2,0,0,0,19,9,26
275,0,15203,11335,5478,7,8,35,11,0,0,0,38,0,67
154,0,25353,3617,4972,0,0,1,0,1,0,0,1,0,10
221,0,25560,4003,3282,0,3,20,2,1,0,0,31,11,52
91,0,10469,2453,1553,12,16,11,12,1,0,0,12,3,16
22,22,3330,442,0,0,0,0,0,0,0,1,0,0,0
120,0,38416,4135,3126,29,54,14,7,0,0,0,26,7,30
242,0,41262,8169,3993,0,0,31,17,0,0,0,33,23,38
40,40,6412,399,0,0,0,0,1,0,0,1,0,0,0
79,0,19616,2485,908,0,0,7,0,0,0,0,9,0,30
59,0,5406,608,364,0,0,7,0,0,0,0,6,0,15
70,0,25878,2597,787,0,0,16,0,0,0,0,9,0,22
313,0,0,2356,0,0,0,1,1,0,0,0,0,0,0
63,0,15734,1201,1542,0,0,2,0,0,0,0,0,0,0
53,0,549,891,509,0,0,0,2,0,0,0,0,0,0
116,0,0,5415,4426,0,0,25,2,0,0,0,29,6,46
50,0,13934,1445,601,0,0,8,0,0,0,0,1,0,2
139,0,14078,4284,3246,74,78,28,18,0,0,0,30,13,58
120,0,24364,3944,5386,0,0,46,28,0,0,0,50,43,40
85,0,47210,5006,2897,4,12,15,2,0,0,0,20,12,28
94,0,24728,4201,2976,43,43,42,20,0,0,0,49,24,40
81,0,31593,3661,1908,4,18,20,2,0,0,0,21,0,21
137,0,19025,5354,3870,0,0,20,2,0,1,0,24,5,36
50,0,4236,1099,448,0,0,4,0,0,0,0,6,0,0
108,0,21846,4274,3282,0,0,21,11,0,0,0,23,12,42
37,0,6362,1283,626,0,0,4,0,0,0,0,5,0,0
103,0,39750,2412,2702,0,0,6,3,0,0,0,0,0,0
12,0,0,538,70,0,0,2,1,0,0,0,3,0,6
35,0,0,1417,900,0,0,1,1,0,0,0,0,0,0
67,0,8364,1785,805,0,1,21,4,0,0,0,16,2,20
66,0,10457,1707,780,0,0,3,0,0,0,0,5,0,7
54,0,826,1177,845,2,2,0,0,0,0,0,0,0,0
127,0,30225,4413,2594,45,45,39,29,0,0,0,16,15,41
282,0,123691,7873,2981,1,1,36,37,1,0,0,21,44,17
50,0,16278,1358,1090,3,3,25,19,0,0,0,23,20,20
171,0,35310,7808,3055,4,4,29,24,0,0,0,24,27,34
114,0,17585,3445,2366,0,0,20,12,0,0,0,24,13,38
99,0,20916,3533,2376,0,0,39,22,0,0,0,29,20,50
130,0,24460,5993,4862,0,0,41,22,0,0,0,28,16,51
104,0,0,5224,3431,0,0,16,3,0,0,0,14,0,6
124,0,27793,3951,2836,0,0,24,11,0,0,0,16,9,50
92,0,6384,1904,1042,0,0,18,3,0,0,0,13,0,15
77,0,11686,3265,1550,0,0,10,4,0,0,0,15,3,33
113,0,6140,2797,1731,0,0,26,28,0,1,0,24,20,36
100,0,21484,3717,2850,0,0,17,16,0,0,0,27,4,73
123,123,201215,1118,0,0,0,0,0,0,0,1,0,0,0
107,0,10075,4151,3642,0,0,19,18,0,0,0,16,17,46
150,0,12802,4983,3744,9,9,38,40,0,0,0,21,30,61
215,0,92633,4272,2885,0,0,21,14,1,0,0,20,12,7
204,0,984453,20105,8962,0,0,48,49,1,0,0,47,0,42
116,0,43195,4338,2192,0,0,42,50,0,0,0,34,57,35
62,0,17069,4055,1766,0,0,20,3,0,0,0,6,0,12
52,0,8290,2164,628,0,0,8,0,0,0,0,5,0,14
72,0,17879,1655,643,0,0,4,0,0,0,0,4,0,5
124,0,28482,5631,2546,0,0,27,19,0,0,0,35,32,31
84,0,41349,3640,3974,0,0,1,0,0,0,0,0,0,13
40,0,13515,1156,1150,0,0,18,2,0,0,0,23,6,7
60,0,16932,1936,1113,0,0,2,3,0,0,0,8,7,17
850,850,327541,87,0,0,0,0,0,0,0,1,0,0,0
40,0,0,2319,2471,0,0,2,2,0,0,0,2,0,1
184,0,0,7237,3930,0,0,13,12,0,0,0,13,0,11
133,0,27809,8670,3657,0,0,22,9,0,0,0,31,11,36
76,0,5040,512,309,0,0,0,1,0,0,0,0,0,1
69,0,11153,1606,742,0,7,8,6,0,0,0,8,3,26
55,0,16525,2303,885,0,0,11,0,0,0,0,14,0,12
100,0,12113,4605,3193,0,0,28,4,0,0,0,26,4,36
161,0,20051,6505,4663,0,0,33,14,0,0,0,34,7,53
752,0,0,3695,112,0,0,1,0,0,0,0,5,0,7
117,0,18917,5878,1192,0,0,50,7,0,0,0,52,2,24
149,0,17755,4462,2877,9,9,65,39,0,0,0,37,28,27
79,0,9790,3165,1861,0,0,14,2,0,0,0,17,3,21
94,0,13864,2402,1524,5,7,40,17,0,0,0,19,8,28
42,0,6491,861,480,0,0,9,0,0,0,0,8,0,5
26,0,16702,1194,958,0,0,16,11,0,0,0,15,10,34
103,0,22525,2337,2062,0,0,12,2,0,0,0,25,9,27
81,0,8104,2980,1867,0,0,48,24,0,0,0,41,25,48
65,0,12347,3174,1516,0,0,23,5,0,0,0,22,4,31
40,0,15000,1279,615,4,4,0,0,0,0,0,1,0,5
86,0,45845,4440,4267,29,29,47,18,0,0,0,46,28,29
379,68,64545,5991,8895,0,0,32,26,1,0,1,33,49,25
30,0,185827,2294,1657,0,0,2,1,0,0,0,0,0,0
34,0,0,112,0,4,4,0,0,0,0,0,0,0,0
143,0,356981,8812,4638,17,44,21,16,0,0,0,21,0,18
412,0,150299,7639,17228,10,10,32,21,1,0,0,40,23,13
97,0,27712,1189,4669,12,16,0,0,0,0,0,0,0,3
78,0,27142,3315,2219,31,52,39,26,0,0,0,26,18,35
125,0,19478,3772,2600,0,0,24,18,0,0,0,31,14,48
97,0,13723,3476,1842,0,0,24,0,0,0,0,17,0,26
153,0,12367,4159,1582,6,6,5,0,1,0,0,5,0,18
265,0,98594,5926,3910,14,20,19,18,1,0,0,21,28,11
104,0,11058,1923,1799,6,6,7,4,0,0,0,18,0,15
211,0,337625,8625,4596,27,27,23,25,1,0,0,21,0,15
100,0,15155,3262,3255,8,10,23,13,0,0,0,36,16,16
100,0,0,0,0,0,0,2,1,0,0,0,9,0,7
128,0,14985,4895,4225,11,11,19,0,0,0,0,24,0,31
69,69,7835,709,0,0,0,0,0,0,0,1,0,0,0
111,0,3975,2184,761,2,2,14,4,0,0,0,6,12,25
72,0,1793,1959,1579,0,0,9,6,0,0,0,10,9,17
136,0,28370,7144,4033,0,0,29,39,0,0,0,31,33,46
89,0,15116,3632,1740,0,0,9,0,0,0,0,8,0,21
15,0,77149,1091,936,0,0,2,1,0,0,0,1,0,1
89,14,12912,205,0,0,0,0,0,0,0,1,0,0,0
50,50,0,439,0,0,0,0,0,0,0,1,0,0,0
60,0,11705,1204,816,0,0,10,9,1,0,0,1,0,0
79,0,7950,1890,23,0,0,2,1,0,0,0,5,0,5
48,0,39485,1380,634,0,0,11,0,0,0,0,4,0,14
70,0,25314,2219,1665,0,0,36,9,0,0,0,32,8,38
42,0,9687,1169,1027,0,0,9,4,0,0,0,6,4,5
50,0,15566,1237,1308,0,0,11,9,0,0,0,9,18,29
63,0,46110,3168,2018,0,0,11,6,0,0,0,16,7,14
99,0,34064,4898,4369,0,0,25,20,0,0,0,49,51,35
73,0,81130,2203,1228,0,0,2,2,0,0,0,3,0,3
68,0,7935,3529,4447,0,0,38,6,0,0,0,35,12,28
104,0,6825,924,3517,0,0,3,0,0,0,0,1,0,2
356,8,157991,8260,3227,0,0,33,23,1,0,1,29,18,14
186,0,15306,5203,5417,0,0,17,15,0,0,0,17,15,26
88,0,13854,2261,2201,0,0,15,3,0,0,0,14,2,31
120,0,10423,5264,4830,14,28,15,10,0,0,0,26,12,28
84,0,10540,2253,1530,25,25,24,6,0,0,0,17,6,33
81,0,35313,4222,3384,7,9,30,28,0,0,0,39,30,48
36,0,3966,313,492,0,0,18,6,0,0,0,12,3,17
98,0,12046,3049,1336,0,0,9,6,0,0,0,12,7,33
31,0,4782,1313,645,0,0,2,0,0,0,0,0,0,2
54,0,3450,1699,506,1,1,0,0,0,0,0,0,0,0
90,0,34021,3322,2198,3,3,23,11,0,0,0,33,17,40
143,0,21278,4347,3118,29,31,29,20,0,0,0,23,11,21
110,0,21008,4327,3048,28,53,29,13,0,0,0,21,15,38
119,0,21035,4749,3158,3,3,30,5,0,0,0,41,12,42
252,0,926,6555,0,0,0,1,0,1,0,0,0,0,0
201,6,85484,8180,5467,0,0,1,2,1,1,1,1,1,49
64,0,1235,1341,3825,0,0,0,2,0,0,0,0,0,0
87,12,14784,1591,0,0,0,0,0,1,0,1,0,0,0
115,0,11271,3272,2440,0,0,10,6,1,0,0,11,10,11
164,0,16194,7137,6819,45,63,31,10,0,0,0,24,6,18
139,8,44497,7898,8545,0,0,4,5,1,1,1,10,0,27
36,0,8740,972,265,0,0,3,0,0,0,0,0,0,0
87,0,7725,4646,2710,0,0,6,0,0,0,0,15,0,20
45,0,13683,2175,294,0,0,2,0,0,0,0,0,0,0
51,0,14306,1651,635,0,0,9,0,0,0,0,0,0,0
45,0,10101,1695,576,1,1,1,0,0,0,0,0,0,2
66,0,7002,2262,703,0,0,1,0,0,0,0,3,0,4
52,0,9817,1438,1033,0,0,1,0,0,0,0,10,10,11
53,0,9670,2438,1531,48,49,9,8,0,0,0,21,10,20
50,0,10061,1764,375,6,6,8,0,0,0,0,11,0,5
37,0,13202,1353,920,0,0,7,1,0,0,0,0,0,0
77,0,17158,2438,1256,0,0,13,9,0,0,0,9,3,17
71,0,19725,2588,858,0,0,5,0,0,0,0,0,0,2
49,0,20723,1495,643,0,0,2,0,0,0,0,5,0,6
60,0,7224,2691,1409,3,3,5,2,0,0,0,6,3,19
46,0,12607,2752,1046,0,0,12,0,0,0,0,14,0,14
42,0,2614,1010,561,0,0,2,0,0,0,0,3,0,9
58,58,65996,732,0,0,0,0,0,0,0,1,0,0,0
434,0,580209,14007,5606,0,0,54,49,1,0,0,42,0,27
65,0,23530,3013,2123,1,1,0,0,0,0,0,0,0,2
306,15,0,4882,2631,0,0,0,0,0,0,1,0,0,0
50,0,4315,1126,652,0,0,3,0,0,0,0,1,0,2
40,0,5763,1143,47,0,0,3,0,0,0,0,4,0,2
36,0,4825,1064,548,0,0,2,0,0,0,0,0,0,1
55,0,25445,2326,2249,19,22,0,0,0,0,0,0,0,0
145,0,22611,4227,2740,4,23,14,6,0,0,0,18,8,56
732,0,33856,3554,414,0,0,4,0,0,0,0,4,0,4
45,0,13259,2051,1171,0,0,6,2,0,0,0,10,3,7
32,0,117364,1153,867,0,0,1,1,0,0,0,0,0,0
119,0,15257,5251,4013,0,0,16,0,0,0,0,15,2,8
109,0,407205,7811,3196,0,0,14,12,0,0,0,17,0,14
130,0,39636,5802,3862,0,0,4,3,0,0,0,25,8,32
123,0,17413,4061,1905,0,0,21,13,0,0,0,33,24,35
71,0,6289,3176,487,0,0,11,0,0,0,0,9,0,17
25,0,87061,1461,724,0,0,1,1,0,0,0,0,0,0
140,0,18166,5604,3904,2,2,16,8,0,0,0,9,0,36
80,0,18205,2584,1180,0,0,8,4,0,0,0,16,6,20
62,0,11925,1641,1783,0,0,1,0,0,0,0,3,0,0
155,0,42853,4211,3327,0,0,26,19,0,0,0,29,28,53
189,0,15885,4969,6235,13,13,37,26,0,0,0,42,14,35
347,0,667899,9841,10961,0,0,37,34,1,0,0,29,0,19
54,0,9612,1747,1391,0,0,12,0,0,0,0,12,2,19
42,0,5035,1447,589,0,0,2,3,0,0,0,1,0,1
153,0,89256,1787,519,0,0,2,1,0,0,0,3,0,5
70,0,9969,2279,1811,0,0,15,3,0,0,0,9,3,27
90,0,12821,3037,1653,0,0,19,8,0,0,0,16,5,27
115,0,15195,1930,2838,0,0,12,12,0,0,0,23,0,21
81,0,10961,1095,1368,0,0,11,0,0,0,0,12,0,21
183,0,15021,2364,2682,38,53,22,11,0,0,0,28,20,39
107,107,14012,1753,0,0,0,12,1,0,0,1,5,0,12
147,0,322795,9096,4024,0,0,15,15,1,0,0,15,0,12
92,92,0,915,0,0,0,4,0,0,0,1,0,0,0
70,70,8206,621,0,0,0,0,0,0,0,1,0,0,0
50,0,119021,1761,878,0,0,2,2,0,0,0,0,0,0
45,0,9501,1377,197,0,0,1,0,0,0,0,0,0,2
50,0,16242,1129,617,0,0,1,3,0,0,0,1,2,1
107,0,18002,3926,2958,0,0,40,34,0,0,0,50,52,33
128,0,26011,1965,2227,0,0,3,3,1,0,0,0,0,0
104,0,204261,4702,5678,0,0,7,9,1,0,0,8,0,7
111,0,25907,2647,2018,14,14,9,10,0,0,0,24,21,12
50,0,2861,1320,356,17,29,17,7,0,0,0,18,4,10
120,0,425208,6344,4588,0,0,12,11,1,0,0,3,2,0
40,40,0,538,0,0,0,0,0,0,0,1,0,0,0
379,0,127277,8976,4157,0,0,52,33,1,0,0,47,43,27
100,0,2700,279,57,0,0,1,1,0,0,0,0,0,0
210,0,36204,8031,4720,0,0,36,33,0,0,0,43,29,60
150,0,7340,4329,2885,0,0,13,14,0,0,0,12,13,25
140,0,180438,4445,4392,0,0,11,14,0,0,0,9,0,12
122,0,29415,4336,1353,0,0,1,1,0,0,0,6,0,8
80,80,0,1317,0,0,0,0,0,0,0,1,0,0,0
15,0,118061,1010,1589,0,0,1,1,0,0,0,0,0,0
133,0,8101,2571,1882,0,0,33,46,0,0,0,22,25,31
411,0,18021,9900,3718,0,0,39,13,0,0,0,35,13,67
124,0,0,43,0,0,0,25,1,0,0,0,34,1,62
100,0,0,0,0,0,0,18,0,0,0,0,31,2,57
101,0,13021,3665,2686,0,0,22,8,0,0,0,14,3,18
50,0,164212,2861,1645,0,0,4,3,0,0,0,4,0,5
49,0,8345,1619,1980,0,0,24,16,0,0,0,26,8,39
120,0,18815,2847,2039,0,0,2,2,0,0,0,10,0,7
58,0,1001,1060,1332,0,0,11,5,0,0,0,16,6,18
154,0,34216,8013,5260,21,21,31,19,0,0,0,35,12,48
42,0,7361,1122,772,0,0,18,10,0,0,0,18,7,20
300,0,2266,6840,4373,0,0,68,70,1,0,0,0,0,0
53,0,7616,1749,1883,0,0,2,3,0,0,0,3,2,3
40,0,47021,862,2386,48,48,0,0,0,0,0,0,0,0
178,0,2611,3395,1617,2,2,21,3,1,0,0,18,2,46
273,0,26212,5037,515,0,0,37,11,0,0,0,19,9,55
112,0,11021,2439,3599,4,4,28,5,0,0,0,25,24,16
207,0,57021,8904,4826,0,0,2,1,1,1,0,4,0,13
100,0,6721,1423,1724,3,15,5,3,0,0,0,10,1,4
190,0,20361,4315,2800,2,3,18,5,0,0,0,3,3,4
60,60,3367,567,0,0,0,0,0,0,0,1,0,0,0
153,0,10001,4019,2214,0,0,5,0,0,0,0,6,6,13
180,180,4631,531,0,0,0,0,0,0,0,1,0,0,0
64,0,701,132,1518,1,1,0,0,0,0,0,4,2,3
154,0,26992,5176,4688,0,0,48,39,0,0,0,45,42,41
153,0,10161,3281,2785,0,0,49,33,1,0,0,50,18,32
20,20,0,216,0,0,0,0,0,0,0,1,0,0,0
159,0,13250,3301,2525,0,0,48,14,0,0,0,56,11,67
260,0,18661,9361,6657,7,14,19,9,0,0,0,13,8,43
120,0,4964,2790,2425,13,13,19,7,0,0,0,21,10,17
64,0,7222,2002,847,0,0,4,0,0,0,0,2,2,8
117,0,12499,3262,2223,1,1,23,9,0,0,0,27,9,24
63,0,12973,3612,1710,0,0,9,11,0,0,0,15,8,4
60,60,0,672,7,0,0,0,0,0,0,1,0,0,0
120,0,53000,3352,2103,16,21,44,16,0,0,0,32,20,42
102,0,4011,1756,1153,5,8,2,0,0,0,0,3,2,3
57,0,277717,4799,3298,0,0,7,6,0,0,0,7,0,6
60,0,11212,1463,1061,0,0,2,2,0,0,0,0,0,0
123,0,67509,4137,2648,10,11,0,0,1,0,0,4,0,1
552,0,206261,11311,3970,0,0,20,12,1,0,0,22,20,26
120,0,8089,3265,2466,20,32,88,77,0,0,0,56,38,19
200,0,7969,2821,3203,4,6,31,2,0,0,0,38,15,19
52,0,14061,1451,1836,18,34,7,10,0,0,0,18,20,18
